"Set","Doy_sin","Doy_cos","TAVE","TAVE_Summer","PREC_Annual","PREC_Summer","PREC_Winter","SRAD","FCF","SoilR","SoilF","ForestQ95","NDVI","NDVI_SD","TRI","ELEV","Label"
"train",0.132885453570254,0.991131402100361,0.0748462114389239,-0.00620733626266978,-0.316789507643864,-0.171700013475846,-0.344651390427936,0.511101123055228,0.112597404049775,0.309486781640121,-0.228598305098566,-0.00537300328491619,0.777291970797246,-0.560001148841131,-0.193202832748363,-0.0175907584489757,0
"train",0.299949091277011,0.953955209976913,0.0156693304841178,-0.0494232708199063,-0.0277105540706395,0.125469585960532,-0.140745167600192,-0.124829358946323,-0.196525817297748,0.0418552409504411,0.243996571354303,-0.826389199739191,0.342396947410814,-0.325548187929334,-0.83322842797454,0.00938854507807863,0
"train",-0.4067366430758,0.913545457642601,0.137632427066307,0.201658589753199,0.603501044921878,0.859726234298022,0.251818714121713,-0.142703460954144,-0.480334545444013,0.0697567529240102,0.154191949304671,0.0899800618368889,0.773393621466371,-0.324230857735326,-0.149988241575329,-0.314083992629539,0
"train",-0.226496767425764,0.974011916942333,0.229533438610263,0.125647454087173,-0.258910780695886,-0.408350735413072,0.0598630795641693,0.580377245966243,0.582432711524872,0.155020919444752,0.223511673481047,-0.597349092589766,0.806051568850203,-0.283475575442839,-0.565272982375883,-0.184316247543,0
"train",0.353920074035612,0.935275671229946,0.693938842707871,0.629932519947741,-0.468036854234226,-0.403002107838518,-0.473386319350455,0.540522643983614,-0.48071638565153,0.477476775744682,-0.192130719464582,-0.229275177391407,0.282895598123134,-0.625218042143341,-0.930918796115058,-0.752633055958596,0
"train",-0.540640817455597,0.841253532831181,0.326246514209767,0.261417648919997,-0.00379375778068025,-0.0790224134734145,0.0851138387823389,0.47310262134429,0.38072212210471,-0.1516786839881,0.75768044063385,-0.256917927790089,0.878375009702013,-0.540836691946899,-0.848279486062051,-0.337878855827738,0
"train",-0.389270106317392,0.92112365311485,0.163386840289957,0.0701950995543374,-0.194974212928852,-0.351891498834964,0.0990236655667804,0.660273463772664,0.240135412477132,0.283891120778614,0.0011484332280145,-0.556774741901368,0.757965560879618,-0.493113768374156,-0.582976072639493,-0.0946588047891156,0
"train",-0.0190388051033468,0.999818745523526,0.13946170557538,0.15558100250743,-0.00892730830795962,0.0956082588362206,0.0236669380542049,-0.317731150983462,-0.527838894649032,0.195229421185587,0.188269267785482,-0.382426696105614,0.846633798448855,-0.543109719367778,-0.338373114073327,-0.212873671085431,0
"train",0.0570888108627677,0.998369103926136,0.182864244901207,0.204345786589598,-0.95163112973165,-0.820332519040966,-0.974481125601319,-0.164070316720203,-0.45813519573092,0.290140345943073,-0.221692386039413,0.520599083286728,0.621584849780637,-0.0586071051528675,-0.0122549601173485,-0.234711355261285,10
"train",-0.999954685354173,0.00951983393957676,-0.785749513398419,-0.762503011826497,-0.505349180201896,-0.427081992925687,-0.73247047803475,-0.375543922455574,0.16787122797027,-0.369311071979955,-0.0516106060692169,-1,-0.715938355935461,-0.799379322257039,-0.294094251215505,0.814029844140477,6
"test",-0.730270679947957,0.683157912936934,0.459324818988016,0.386101678974175,0.0793348215605925,0.31621731980615,-0.0623610416644071,0.448431800598388,0.130913022094677,-0.353211141458733,0.545377987432417,-0.948881542260331,0.852358069404342,-0.503471779570947,-0.945290856004909,-0.49457960895195,0
"train",-0.475065830994995,0.879950257810653,0.076566596257085,0.0730335875815116,-0.168621377926715,0.0772839786372372,-0.24899052437383,0.126021390656061,-0.204311463501153,0.145481188851168,0.167237605196242,-0.418629643631626,0.888973216670074,-0.575742563143596,-0.594750590404683,-0.129549780282469,0
"train",-0.28173255684143,0.959492973614497,-0.0843944865865721,-0.150916495168474,-0.0582588334805689,0.00919422544786919,0.041209019640255,-0.0468689522291377,-0.416613412052811,-0.0441872543752752,0.286479952578143,-0.898431858347899,0.464252898361878,-0.445088142917211,-0.566392979402949,0.0990694880803802,2
"train",-0.170522192632624,0.985353835847693,0.232997816211162,0.188499908675005,0.00278645834225366,-0.0943115041509998,0.12045630006162,0.00964908321063063,0.0512324805863702,0.262967216541003,0.21069314436412,0.522508767776218,0.940415260591906,-0.461662782025894,-0.379279083923412,-0.28663296078259,10
"test",-0.491732924645604,0.870746077119777,0.00276056841412253,-0.073352462121153,-0.470266454793527,-0.351335324651376,-0.507618173565607,0.55901410143258,-0.0271258607596271,0.0240018408754623,-0.211640098945437,-0.721680419882507,0.522881038718888,-0.410866192995918,-0.703236302438933,0.0567075486127118,0
"train",0.151731325083332,0.988421774845362,0.272447715198518,0.234308459044674,-0.050230581597249,-0.268087355231752,-0.377728008851946,0.476042885549344,0.0726914818819395,-0.28984958751249,0.128656495215438,-0.625405032700853,0.671767713988099,-0.473014489257648,-0.746394070233387,-0.220284787760444,10
"train",0.151731325083332,0.988421774845362,-0.253103821965304,-0.383763730258284,0.138675514277059,0.0675982563132989,0.199916751218159,0.0193266864354336,0.489696388761926,0.0629533624071943,0.0542265174462866,-1,0.786065588606,-0.34505157013824,-0.275320575558374,0.33302299949729,0
"train",-0.780132704128121,0.625614069494722,0.502750862048996,0.432727432459453,0.061988307699264,0.300269888440932,-0.0846242940589316,0.455435702918912,0.0187348699035979,-0.333714272463244,0.585051243131157,-0.401780250917765,0.860420928011008,-0.524846094804936,-0.948074652537136,-0.558877698636339,0
"train",-0.226496767425764,0.974011916942333,0.720303571324807,0.668700166691846,-0.565638026912547,-0.397580866054478,-0.600112456912398,0.431673811394121,-0.52290297034833,0.45062472927209,-0.0823737317704942,-0.522761432894356,0.101479003178263,-0.551713485665315,-0.995424997438058,-0.764929365107497,0
"train",0.132885453570254,0.991131402100361,-0.00989694862888668,-0.0767722774175814,-0.460756826474688,-0.371145240915371,-0.366566089971264,-0.101801000572458,-0.279172660241142,0.264589279932882,0.202887218164014,-0.531360460093203,0.731865452539085,-0.664064421237777,-0.79802785474469,0.0865129136802583,2
"train",0.371662455660327,0.928367933016073,-0.30329154046112,-0.348782688635256,-0.477523532293812,-0.57867293648148,-0.216491835498512,-0.325483270026566,-0.0368907039931426,0.784210271264535,-0.102249597796337,-1,-0.000475801153093314,-0.591527416927504,-0.789280074043333,0.358773631702932,2
"train",-0.207911690817759,0.978147600733806,0.0632377374929316,0.0100878015157619,-0.101114845951808,-0.143817001384398,0.0707544835353033,0.270470946112946,-0.0712280829071154,-0.12789476328607,0.573930531131218,-0.762536396450716,0.84880127534696,-0.466387749115547,-0.725504478624141,-0.0335756274223615,0
"train",-0.424055734159602,0.905636093763031,0.165194960225922,0.150426048344504,0.614661493381362,0.768558081066503,0.557782171671255,-0.262997250178492,-0.478858354098141,0.119833203364117,0.352681773694064,-0.955199279162867,0.719160173766801,-0.505871460140424,-0.764065317444268,-0.26128629784724,0
"test",-0.825471896962774,0.564443218866769,0.625931957624798,0.565400194876318,-0.446165371347184,-0.38290604092807,-0.439672120970278,0.357981644647965,-0.421734705050967,0.388385181784966,0.430634094367814,0.683089773507429,0.971916961206272,-0.572373469123377,-0.848050957256895,-0.750822205149727,8
"train",-0.508221760708569,0.861226243180201,-0.00298489619231412,-0.0620505103518523,-0.0804560730325206,-0.0441286683263236,0.0182922929803624,0.222531666392963,0.167897295443349,-0.0856890068042824,0.250660538131329,-0.952191226102653,0.699212835016478,-0.375511552153092,-0.769966164526088,0.00975154558196301,0
"train",-0.389270106317392,0.92112365311485,0.0986827250855913,0.0591861182739069,0.0172134937019808,0.113374253973433,-0.0676949225099446,0.0676551614831844,-0.0531158555163641,-0.267267944001948,0.332315875227541,0.39368806401353,0.866662195505306,-0.330942128760235,-0.744526035976233,-0.121092040877115,0
"train",0.768080357244232,0.640353468652722,-0.253070429463532,-0.358334699223333,-0.225707464577531,-0.284379113046139,-0.00454489980289807,0.234785833048032,-0.25857123053679,0.589503799035384,0.110646864071593,-1,-0.370378996438209,-0.445539489724401,-0.69640926173718,0.3881149451984,2
"train",-0.836068600922156,0.54862491244207,0.598159402175461,0.538265821842175,-0.190504621394369,0.0371788974325979,-0.385936079446115,0.31534603873744,-0.487236633038285,0.447762334415601,0.0468787982641308,0.0530781190929079,0.159013633673974,-0.594723468900023,-0.862405723075005,-0.694887579707457,0
"train",0.0380707084693902,0.999275047800474,0.288024333609828,0.201164442350547,0.791001465962082,0.923432031242348,0.664160975569013,0.454436413256861,0.434685975047796,-0.0819573096461339,0.197218932469566,0.351584186021929,0.814218914944631,-0.595378583241787,-0.6111220371442,-0.340286847948889,8
"test",-0.170522192632624,0.985353835847693,0.348210832881955,0.250983362702872,0.493790127985946,0.794368886263519,0.208346469512409,0.278096721896662,-0.148920818682783,0.137013518483228,0.343184553600263,0.0450136525452842,0.779854745736194,-0.551804287640039,-0.710939850617995,-0.349216080671653,0
"train",-0.226496767425764,0.974011916942333,0.29669090600098,0.231752272305496,0.0876204360526422,-0.00207110923777709,0.294644091511828,-0.0342606049171651,0.130800223954994,0.0751414325709496,0.196734237211579,-0.0238866420778834,0.846862538326421,-0.264991030906804,-0.69783149325611,-0.381832388786543,0
"train",0.0570888108627677,0.998369103926136,-0.0535000514241921,-0.0659204505824603,-0.0713912915298357,-0.00414458265911888,0.0526617732140127,-0.200780698073939,-0.363905625127371,-0.181300368026443,0.22778734983923,-0.949719685309236,0.810464138750501,-0.440734229750129,-0.714702546512603,0.0516363516726008,0
"train",-0.836068600922156,0.54862491244207,0.661310655303679,0.561575622779157,-0.501365026613737,-0.714574777944059,-0.13923352529919,0.357449002120203,-0.489737662260969,0.605707784209677,0.0890024138397101,-0.105364536172099,0.738784833835469,-0.256634271179425,-0.779668276027591,-0.689535202295034,0
"train",-0.318056891481575,0.948071629035,0.174308468387958,0.106275164986336,-0.626962432709212,-0.488588254803599,-0.587666215517608,0.545036954798279,-0.0254406468981356,0.0779818273007895,0.164404154206033,-0.526852720235267,0.557479832859993,-0.226865770112423,-0.907373054693583,-0.156458348061788,0
"train",0.132885453570254,0.991131402100361,-0.0236032481953522,-0.0627366072513128,-0.771975529771339,-0.786488218091206,-0.565425152825341,0.124538995350834,-0.34317804172614,-0.155211785408386,0.188689323830842,0.0719176069026923,0.64032353145945,-0.425307744529346,-0.675716493134897,0.117468615907827,10
"train",-0.540640817455597,0.841253532831181,0.031745702927015,-0.0915174013825217,0.0466208826121643,-0.0161204389410754,0.22760825302344,0.364937623663205,0.396412809974638,0.323293942205667,0.135015649558608,-0.328614526869061,0.516268013404157,-0.261116183345881,-0.616118651332109,0.00818118064856388,0
"train",-0.475065830994995,0.879950257810653,0.00155721365460693,-0.116401534221474,0.210345976870934,0.235016057872512,0.219299954785365,0.313769894474737,0.140583250055534,0.101894181174611,0.143843349734463,-0.912493797974688,0.605364083375463,-0.500278734286333,-0.564639689939254,0.0340453973882215,0
"train",-0.441221101243221,0.897398428691358,0.114351221734316,0.0775350291611607,-0.144230390459269,0.100079605438028,-0.221793055096906,0.206436374208242,-0.0888152598987407,0.0310079893162629,0.221075941438257,-0.300080680259708,0.583450025833171,-0.321150921186177,-0.688792183916826,-0.139692565833498,0
"train",-0.587785252292473,0.809016994374947,0.469487396304426,0.421545725467572,-0.148299551350977,0.106164507322721,-0.358435060028754,0.190093397600583,-0.108226355454293,0.225403486782235,0.219136567386009,0.329974064748066,0.760024663932818,-0.507241536230818,-0.602771333820209,-0.574212589905586,0
"train",-0.45822652172741,0.888835448654923,-0.0234985757961194,-0.11237492014019,0.0981842919519607,0.206729108132015,0.0107992793083893,0.0818388462682085,0.247884210215505,-0.0990835163456482,0.250794165372112,-0.968779489956225,0.76879039798851,-0.447148611820785,-0.720954490701683,0.0485734076280631,0
"train",-0.263413891831657,0.964682912458856,-0.18393419902645,-0.278082123674637,0.403142541319887,0.434618672389342,0.361769062792993,0.0398430245511334,0.376389772443028,0.557834319424596,-0.174298203716804,-0.990623349216361,0.463030139365878,-0.360414313575442,-0.521363059715212,0.243023941465581,2
"train",-0.0190388051033468,0.999818745523526,-0.0589919258415985,-0.166494681871944,-0.185311697062059,-0.0371809238756534,-0.137316609278861,0.532721149413853,0.0737367553703621,0.0449953130811267,-0.117029245043153,-0.936182554997134,0.728893943867456,-0.630723173156474,-0.535007533301082,0.123812821304699,0
"test",-0.28173255684143,0.959492973614497,0.274971370131479,0.229829701531749,-0.50534290028021,-0.470966305993577,-0.306408622868433,0.112535094845586,-0.108365542887711,0.288426714456491,0.0545845040336499,-0.0364611135709482,0.810984355413801,-0.5486177138932,-0.506152237345899,-0.235909946264724,0
"train",-0.0950560433041826,0.995471922573085,0.158055557357856,0.0901584239360349,-0.19360987139748,-0.149649442238436,-0.0810516273341728,0.352771235722193,0.154936290371697,-0.189526631599258,0.344002526266475,-0.06116221639891,0.657801478881036,-0.368501731336801,-0.885941856678846,-0.153019948381704,0
"test",-0.371662455660328,0.928367933016073,0.187402602488858,0.121940819913189,0.334278061915689,-0.00459056900156818,0.748650386156917,0.0581476295168672,0.0200696210714648,0.342530377269469,0.00712074066258661,-0.238386114366425,0.732180136428902,-0.359636469096918,-0.743532038614711,-0.205408425504898,0
"train",-0.730270679947957,0.683157912936934,0.514185872175796,0.443102701655526,-0.0013252918365243,0.0573363486805998,-0.0331461794007509,0.383191400880909,-0.0378136856325502,-0.228110691556143,0.511528586419983,-0.362100070487366,0.834160590717403,-0.373259170655826,-0.965871899413561,-0.582838434421284,0
"train",0.540640817455598,0.841253532831181,-0.55417011633489,-0.566321494789645,-0.496580011740028,-0.352076833939409,-0.687865561320307,-0.594264354875464,-0.25720341229659,-0.603994152723095,0.146334034991657,-1,-0.784077300531887,-0.938058721359293,-0.310989186761546,0.608979836591023,6
"train",-0.371662455660328,0.928367933016073,0.206209342870221,0.126757435453798,-0.222093198376675,-0.00770360771034562,-0.267101933882416,-0.0352282684248872,-0.273846447940722,0.519960209500665,0.0456551997131758,-0.531922417517108,0.749474536754557,-0.627328192985151,-0.728431019875504,-0.171230055877716,0
"train",-0.263413891831657,0.964682912458856,0.0429790812327391,0.0499500505982045,-0.133029978861784,-0.147371551373878,0.0534819195688117,-0.0468594321112528,-0.370994449156882,-0.000285704347433136,0.280056554369213,-0.0535403048052753,0.800906587186592,-0.451098197052484,-0.482345986812001,-0.0809672467246039,0
"train",-0.226496767425764,0.974011916942333,-0.171159619311409,-0.235888894498496,-0.21599550860001,-0.193676197366097,-0.320112259947625,0.430454268157275,0.29742109822425,-0.239096484528411,-0.0487996898503834,-0.929493704405002,0.588602113978416,-0.494424856111371,-0.580865372359808,0.226420232617209,0
"train",-0.113991409890541,0.99348173534855,-0.0819057745680674,-0.188595018353068,0.0837702731571828,0.129892297929009,0.133710034694472,0.195500824559193,0.250865717676555,-0.203490171443419,0.150245003865751,-0.659617939061596,0.736231386153664,-0.480996128875005,-0.524391992851647,0.145896161410673,0
"test",-0.424055734159602,-0.905636093763031,0.74842435728033,0.679178090901736,-0.469910668684919,-0.391616030920819,-0.424029378168499,0.436117770151195,-0.565084647280137,0.392630611630278,0.127512954404893,-0.408169793116615,-0.278439667580997,-0.479550799681623,-0.99467757785339,-0.841863636283522,6
"train",-0.618158986220605,0.786053094742787,0.302667525412893,0.234475225382663,-0.174977343755263,-0.229547110241542,0.0417995399750604,0.363563015455387,-0.114504593708261,0.261340396364985,0.256504950854678,0.483975530583265,0.837189062280872,-0.494498562917722,-0.790468698339215,-0.258950999827861,0
"train",-0.540640817455597,0.841253532831181,0.201993419006272,0.194655460865864,-0.286443555892616,-0.463994075355987,0.0449744126554106,0.26988457139441,0.0598933180618706,0.0620971412619213,0.101778838515383,-0.709994806477935,0.80846821676057,-0.188755972284408,-0.662563390793744,-0.208514140001555,0
"train",0.603081430465489,0.797679627562155,-0.0751095991938271,-0.120806664636475,-0.554003273095183,-0.689309888062663,-0.264186481260485,0.256603200155355,-0.0176612761975088,0.00354588527766397,-0.0199789033028512,-0.322952670996579,0.840654471426003,-0.624970348330234,-0.229421560138359,0.155089301923163,10
"train",-0.63301245380887,0.774141610639082,0.100064807250219,0.0732684061196709,0.359111726771797,0.55424095691343,0.253991684346748,0.0212710494949719,0.0835717555067337,0.214406991045651,0.0331039250778153,-0.44266885553218,0.61304963222292,-0.699847901681191,-0.432841569197501,-0.175912872045652,2
"train",-0.524526361833194,0.851394207016957,-0.00652783672168855,-0.0589846049438818,0.613835969130645,0.894543059044134,0.307389956217723,0.0747253819130427,0.368409907474148,0.279106985129401,-0.0183755740868908,-0.809101566523732,0.831699527296829,-0.501793303206893,-0.038903203107429,-0.0274189540078597,0
"train",0.226496767425764,0.974011916942333,-0.52014627088357,-0.6138457680026,-0.330599512152847,-0.22041823758221,-0.602523654783582,-0.202440748460373,-0.0575685661031292,0.0377328928947618,0.0823522842030018,-1,-0.272318710599972,-0.711788547485682,-0.674632456796689,0.631709746865116,6
"train",0.524526361833194,0.851394207016957,-0.375691653430181,-0.460425639118173,-0.446488159321841,-0.350553033196852,-0.717009366672239,-0.240298223340271,-0.271826460142552,0.163573617329202,0.180401074453946,-1,0.0442894811968604,-0.628503321158824,-0.741003810031553,0.493113741789845,2
"train",0.962131541686727,-0.272585576455398,-0.00260649126782819,-0.0735127884910465,0.630644236613291,0.462864755528221,0.785922728226386,-0.451590704798934,-0.188353503576996,0.623293615176758,0.0711993514334659,-0.966831319203142,0.213240196969463,-0.510359729304165,-0.125883874185697,0.0190246652732324,2
"train",0.0190388051033468,0.999818745523526,0.0705858858402737,-0.0131304942029113,-0.427770681466273,-0.263446631764562,-0.552491174295249,0.660390932345887,0.146499761892943,0.259494169520489,-0.274218763705873,0.365235221247815,0.74564136718491,-0.536482807414939,-0.503646793015988,-0.0413582830248501,9
"train",0.263413891831657,0.964682912458856,-0.285306082341923,-0.351191044465024,-0.330118127610521,-0.272221805675594,-0.312427579605869,-0.0719554310033692,-0.0643796589071147,0.537651878914871,-0.0276207605534757,-1,-0.447914153257717,-0.685658367864428,-0.0201863508288775,0.362980489506258,2
"train",0.458226521727411,0.888835448654923,-0.476746298207314,-0.485511477525004,-0.827396580822421,-0.852669146357485,-0.688320824200339,-0.373922920688261,-0.275663286450232,-0.316665363506011,0.154770934790252,-1,-0.492173765023963,-0.662325095237555,-0.580560392777193,0.569859129719217,6
"train",-0.18925124436041,0.981928697262707,-0.152353634593371,-0.129187273863704,-0.234528699299195,-0.162422197251941,-0.313506086398473,-0.0595839571330068,-0.289430613173745,-0.183235189975553,0.186459369831921,-0.990926533875462,0.661165509624119,-0.399583324599621,-0.440673313114711,0.0956305400611672,0
"train",-0.996331730862691,0.0855750084788396,0.74869639607744,0.646817539579912,-0.376122321913124,-0.601156491051734,-0.00362253122421463,0.606869475028832,-0.568930484566165,0.671500649449685,-0.484003450389775,-0.939733241453474,0.491490154802488,-0.278349945713534,-0.532954960318083,-0.792853887792972,4
"train",0.524526361833194,0.851394207016957,-0.885585693406699,-0.875298740628194,-0.487525506472829,-0.273040150929479,-0.557771076820126,-0.321195828461837,0.628469799907203,-0.678822529437805,-0.0122330698264106,-1,-0.773924692169979,-0.849313779324227,0.32576920145087,0.894009179588703,6
"train",0.603081430465489,0.797679627562155,-0.483834641686209,-0.57723575086772,-0.243831318563186,-0.125914390211199,-0.625917460042018,-0.121740645445436,0.0892699120295193,-0.791907937199747,0.0827061196482697,-1,-0.202565706362622,-0.491728744749607,-0.89158411621177,0.602842355046062,6
"train",-0.814575952050336,0.580056909571198,0.722071927735447,0.664112218078081,-0.484110941781586,-0.355946326953753,-0.490103829107379,0.302959397221634,-0.591607013855908,0.335093739863962,0.0782045025560409,-0.353309319810401,0.609191256851231,-0.539545534255224,-0.819302857095602,-0.815823559351542,1
"train",0.524526361833194,-0.851394207016957,0.673112553003594,0.61215628562633,-0.272429853560219,-0.105610275147061,-0.344964040839524,0.479538543750327,-0.459630454950619,0.280156450630378,0.877305681455687,-0.71939521624305,0.550734893479947,-0.253661945422143,-0.947469085517109,-0.750429124327868,11
"train",-0.0190388051033468,0.999818745523526,-0.0255651586466945,-0.0600863200828026,-0.456854711499827,-0.38237975677955,-0.354679702244114,-0.151408882649178,-0.474374105087156,0.416068476286093,0.100158707057609,-0.936866786698328,0.650302919331551,-0.635831965433512,-0.651402400811764,0.0626726166684521,0
"train",0.730270679947957,0.683157912936935,-0.587409908971493,-0.681055293542036,-0.629126094090811,-0.629240205440797,-0.494389121859986,-0.0628664615081262,0.423951003448872,0.129641097663616,-0.0993139496412103,-1,-0.635957653364258,-0.743873057293039,-0.219716566291565,0.724501574418726,6
"test",-0.508221760708569,0.861226243180201,0.651570832531744,0.585697820885408,0.11839730461194,0.265187937395068,0.0109669486878095,0.493787094423313,-0.405340275863057,0.2996646169882,0.166842653676887,-0.399420515113257,0.439361002937753,-0.479280541391669,-0.808973217848052,-0.708445969697605,1
"train",-0.956767447373722,0.290854004005399,0.804996023777754,0.74978974585507,0.141284878827769,-0.0570303557792299,-0.476796240815115,0.959467533352382,-0.597646300273314,-0.123051762433119,-0.169938911496415,0.14370567237235,0.753177790956847,-0.626352307996633,-0.489397301428242,-0.767393366154041,4
"train",0.997780387184565,-0.0665905319833039,-0.161394599076178,-0.13343063612491,-0.246283913432536,-0.0296094571395473,-0.302448695974776,-0.688749427229772,-0.576642916570489,0.53132059922399,0.0704829829118729,-0.921740276168098,0.0724244861375307,-0.539791996758046,-0.383463700266698,0.147419760849722,2
"train",0.441221101243221,0.897398428691358,-0.39653381532146,-0.477161001581325,-0.275461571389408,-0.403966610297776,0.0531701417859645,0.0193191026127117,0.287070863218739,-0.217718307405391,-0.107283154097066,-1,0.30506893120626,-0.32264401376456,-0.539811167609082,0.490770453686004,2
